,Net_demand,BESS_Charging,BESS_Discharging,PP,PV,Wind
0,8.703,0.019976324486032582,0.00271298627191188,1.581347090736972e-06,0.04716742509029867,10.681282876691732
1,8.568,0.013845642714762409,0.0031469524421404702,1.5813822415839806e-06,0.03296839868443281,10.125914977205825
2,8.361,0.01124852045979724,0.0033991739695247705,1.581249450565515e-06,0.0,9.912479172490494
3,8.093,0.010012305509668872,0.003565038972415973,1.5810231506138677e-06,0.0,9.836769424521028
4,7.938,0.009337864182615018,0.003678288480360844,1.5809155104935112e-06,0.0,9.679349810757898
5,7.812,0.008942306246051362,0.0037549444559304627,1.5808116881306722e-06,0.0,9.568176914863328
6,7.683,0.008701154290231931,0.003806100513844612,1.5806765672636604e-06,0.0,9.53170002797389
7,7.519,0.008549352313560452,0.003840401460633916,1.5805638376454151e-06,0.0,9.448897686208952
8,7.531,0.008449124639322752,0.0038644356872117665,1.5805425929190285e-06,1.0290180163687302e-08,9.339747078758501
9,7.603,0.008380755539107937,0.003881817361470762,1.5805832067315472e-06,0.002635875661929234,9.152251717822292
10,7.843,0.008325548777568305,0.0038974194726462577,1.5808019215455545e-06,0.026107441975294646,8.76086079319555
11,8.094,0.008297601335659014,0.0039048539865544694,1.58054386756363e-06,0.3889004599662927,8.743904957699085
12,8.263,0.008295189136658419,0.0039032103528198253,1.579698008939153e-06,1.4948150685182273,8.965060568049251
13,8.452,0.008297814019790484,0.0038999498642102075,1.5788463843096513e-06,2.970364660949996,9.073016878262639
14,8.477,0.00830369787886184,0.0038964417304460353,1.5781376261783175e-06,4.250830257058537,9.156994011960649
15,8.443,0.008312826876621705,0.003893269304953258,1.5776501527741426e-06,5.129075047788897,9.228872488751582
16,8.407,0.00832268014323486,0.0038906974450255605,1.5773652122767688e-06,5.48322824646246,9.413210674657304
17,8.379,0.00832439314518538,0.0038905454357800397,1.5773333906239161e-06,5.22842623530929,9.604819149467337
18,8.32,0.00832940184508499,0.0038892406894079704,1.577388933950274e-06,5.025027104133792,9.842238783339367
19,8.37,0.00832871205751268,0.003889163083291163,1.5777634985273414e-06,4.631341961371389,9.941280990680857
20,8.702,0.008326453756893688,0.0038912824312865987,1.5785908892804961e-06,3.5065542421392375,9.942555993350032
21,9.264,0.008321191029570836,0.003894607326324034,1.5798736074230904e-06,2.07145643551094,9.853513206941988
22,9.187,0.00830887981308847,0.0039022329801910835,1.5818438031097499e-06,0.6372613202970028,8.809474989704558
23,8.971,0.00829879169049292,0.003910703827457035,1.5836452255416094e-06,0.19954566785420016,8.059563514527243
24,9.495,0.008442076264963643,0.0038667535861828567,1.582156781937494e-06,0.014882528616738415,10.303963507839104
25,9.097,0.008527232032414105,0.0038469909154010477,1.5827929294348108e-06,0.0,9.699917885395408
26,8.818,0.008664563113278276,0.00381572283271199,1.5834068583544088e-06,0.0,9.29306444418789
27,8.635,0.008876856388593911,0.003770244196943596,1.5841538672869808e-06,0.0,8.859415188989509
28,8.558,0.009242543961282426,0.0037011743071256155,1.5846935137697818e-06,0.0,8.529587119558299
29,8.606,0.009867785583100867,0.003596196391821698,1.5851191091813166e-06,0.0,8.376568546587544
30,8.847,0.010966009700659455,0.0034412216858682554,1.5865742333209713e-06,0.0,8.233188635900264
31,9.142,0.013382099085436827,0.003198500613073591,1.5910740483280355e-06,0.0,8.126408370254147
32,9.665,0.021135839051247964,0.0026273304809681843,1.6230215956887674e-06,0.0,7.937607943427931
33,9.963,1.469118921559116e-05,0.018791837663581983,0.25223084852804145,0.0,7.7414049853152935
34,10.11,1.4355556461548622e-05,0.013845195781370731,0.8529522015536805,7.077636112584924e-05,7.382811424085559
35,10.263,1.4083322838919301e-05,0.0120955195002622,0.969099917811369,0.054910492853468704,7.36980711265095
36,10.375,1.4581961730753023e-05,0.019141009550512886,0.7466308590639206,0.7386946379305165,7.085321717090453
37,10.49,0.019915365145149442,0.00271570728618471,1.6006944702609698e-06,2.2145313514868525,7.005307202214368
38,10.577,0.014017189705046432,0.0031391437407735172,1.5852495391326743e-06,3.8835406813160116,7.156110581074005
39,10.653,0.01145262732940606,0.0033748688366687794,1.5837741101902632e-06,5.202917296983515,7.34163143261349
40,10.623,0.010280394433065186,0.003520086643728824,1.5829294264885512e-06,5.5686405901811264,7.661971513760866
41,10.528,0.00973154992731686,0.003602844336659253,1.5822827722949905e-06,5.693144157101621,7.977787438068652
42,10.169,0.009534082362529183,0.0036353273563076317,1.5816664542883776e-06,5.596981335891946,8.561993840032244
43,10.057,0.009584211101996226,0.0036280033721994005,1.58153749818246e-06,4.930025902042595,9.105185777186083
44,10.328,0.009907239534237625,0.0035779817268919156,1.5819147873938553e-06,4.018791379327463,9.549059927474145
45,10.637,0.010642073326608475,0.003480865194314227,1.5831991421584174e-06,2.602135667052527,9.281786083734922
46,10.34,0.012163616747523783,0.003349792349764097,1.5866794835729365e-06,0.9983778755213333,8.239821155048375
47,9.86,0.0030044120657221457,0.025624338260896704,1.5743619371316886e-06,0.08156256143742681,7.795165897861934
48,9.008,0.012030279583815692,0.0033537947380289203,1.5869192124356056e-06,0.0,8.064754609605151
49,8.599,0.010363551105823734,0.0035269998526788176,1.5860500564521477e-06,0.0,8.057311278233316
50,8.239,0.009526827991520147,0.0036495277696535406,1.5856440328411378e-06,0.0,8.007128783704287
51,8.011,0.009047635779844139,0.00373556977743747,1.5855203699055352e-06,0.0,7.896221446260392
52,7.92,0.008765847074896268,0.003792221555633385,1.585272938804585e-06,0.0,7.962446784900885
53,8.053,0.008585292448629416,0.003831945721995383,1.5851746261583113e-06,0.0,8.056674761111315
54,8.145,0.008469043212041238,0.0038590918576658245,1.585106355116267e-06,0.0,8.079462682501264
55,8.066,0.008406438602536167,0.003873725802366307,1.584775571280541e-06,0.0,8.16670203355493
56,7.991,0.008370907416402909,0.003882260989676727,1.5844503382510702e-06,0.0,8.248775700110201
57,7.959,0.008363512651274333,0.0038839240838635393,1.5839622272447323e-06,0.0,8.530865522234592
58,8.457,0.008315296630649123,0.0038987234060288136,1.5847357407950826e-06,0.0,8.099358987311396
59,8.764,0.008340419724284849,0.0038912158317108915,1.584160756030196e-06,0.0005186920082509046,8.587834430970748
60,8.843,0.008384758759458906,0.0038795817309952405,1.583467593387653e-06,0.26348943301136235,8.829465242079786
61,8.845,0.008452537501424086,0.0038620201546020454,1.582668063848793e-06,1.34030910094048,8.61301380999871
62,8.846,0.008547052017403014,0.0038384550787127665,1.5821174547697658e-06,2.689173189957045,7.961277540347848
63,8.844,0.008713916077702964,0.0037984334038764834,1.5813002572522953e-06,4.099821110216414,7.810812372722561
64,8.676,0.00897175090638485,0.003741523418205689,1.5806528775265839e-06,5.091623393293148,8.011065276155726
65,8.647,0.009374011674029277,0.003662663192858368,1.5804207866490063e-06,5.654713094970293,8.207396897695611
66,8.788,0.010049593060050644,0.0035499455315212898,1.5805661751416857e-06,5.702528132130893,8.408664434831826
67,9.242,0.011255001166110822,0.00339150127550243,1.5816670589476899e-06,4.51503573602129,8.195540893928102
68,9.633,0.013815239864383598,0.0031484023605758285,1.5831909466208581e-06,3.439830204157849,7.817270417821206
69,9.554,0.019908937670427986,0.0027250146361699284,1.5844809213532216e-06,2.1558513899534226,7.554394572762726
70,9.469,1.461967827058831e-05,0.018799897976684903,0.560838066503673,0.2114905591842092,6.931435068618201
71,9.238,1.439294019536559e-05,0.01308970133342391,1.2878145492148505,0.0,6.339660608705874
72,9.492,1.4354378038183755e-05,0.01310623790421416,1.5852571478425437,0.0,6.304949936040262
73,8.949,1.460964609048148e-05,0.018877948102967442,0.6114657906190442,0.0,6.644530120624035
74,8.558,0.01740123031827249,0.0027320433371624655,1.7253937285247176e-06,0.0,6.948810715519842
75,8.224,0.014398974242337154,0.0030633995395485973,1.5947455701004917e-06,0.0,7.237749583561427
76,8.077,0.011509786003553742,0.0033512299495145953,1.586350047128403e-06,0.0,7.612367915180577
77,8.08,0.010202987478464293,0.003534016281727884,1.584839751519943e-06,0.0,8.168543584778575
78,8.224,0.009476197297020915,0.0036523247753970337,1.5843468645197995e-06,0.0,8.929336872210278
79,8.891,0.009055052354617437,0.0037320971296344175,1.5838063559727956e-06,0.0,9.577819871892636
80,9.673,0.008778776836308736,0.0037887380022287344,1.5839084141934297e-06,0.0,9.936728917993353
81,10.089,0.008614839633334563,0.00382484044024161,1.5840237636700034e-06,0.0,10.068004982289011
82,10.872,0.008442555171189619,0.0038719271097933583,1.5857506207281402e-06,0.0,9.593551883774436
83,10.861,0.008421070425710536,0.003872843048321378,1.5850639579573944e-06,0.00012883640204941826,9.758006291212038
84,10.814,0.008425640125692914,0.003871447055490547,1.5845469683912874e-06,0.08543869661908501,9.780563012117975
85,10.674,0.008488144205018302,0.0038550878564081762,1.583494624710272e-06,0.7554367610568357,9.746370393168469
86,10.635,0.008579621478526367,0.003832275024648769,1.5825592595078335e-06,2.12169175651004,9.401265912809244
87,10.611,0.008726482473611718,0.003795770876760421,1.5817189600778089e-06,3.61808364873335,9.14388036345504
88,10.565,0.00898373673393478,0.0037399195622529347,1.5809166825209487e-06,4.721509623225698,9.27220235840856
89,10.526,0.009381489442684915,0.0036623735036242274,1.5806122738368492e-06,5.185219274681991,9.340378406395955
90,10.363,0.01005935684157798,0.003548750440913816,1.5805032773834585e-06,5.2498021185893196,9.584230137943889
91,10.632,0.011283045469501438,0.0033861094997278077,1.581002030057957e-06,4.925400173249013,9.477308682528513
92,10.708,0.01383932938728876,0.003143690156611918,1.5823016333096197e-06,3.4959459866504896,9.112215739271491
93,10.574,0.01990446948836403,0.002721669845763939,1.584006920805816e-06,2.0617205865160706,8.760271876173197
94,10.365,1.4530804531523899e-05,0.025294833478636914,0.8336831849994547,0.002572796020925817,7.590956638777852
95,10.242,1.4794201689983815e-05,0.03855138614274585,1.3172340110504828,0.0,7.09823404938514
96,9.862,0.01963590205373889,0.002762843864981796,1.586676079908773e-06,0.0,8.356208230279703
97,9.242,0.014325574296960237,0.003112550134968918,1.5863623129216953e-06,0.0,8.592973631203172
98,8.809,0.011766475375759417,0.003342422287974274,1.5849329872057638e-06,0.0,8.779341800305962
99,8.475,0.01063297379730262,0.0034762907770973096,1.5843759074874554e-06,0.0,8.922761974235426
100,8.273,0.010188464858798813,0.003537883474795294,1.5839391169862545e-06,0.0,9.048127931421634
101,8.265,0.010185438211002682,0.0035382685022757243,1.5838162025221538e-06,0.0,9.129193227444864
102,8.417,0.010619281950845168,0.003476982177140524,1.5840290189751338e-06,0.0,9.186016830613669
103,9.129,0.011697531570972449,0.003348726016005133,1.5848608141526538e-06,0.0,9.108394668114313
104,9.795,0.014165614617485915,0.003128571464362415,1.5864279844788252e-06,0.0,8.881589498568566
105,10.186,0.02000131981855667,0.0027281896970271034,1.5884971105068726e-06,0.0,8.785716276808607
106,10.565,5.9387486926163685e-06,0.06367919447411816,9.438491955802603e-06,0.0,8.388713729907808
107,10.644,0.019648220339116874,0.0028821401755024685,1.5920020273528705e-06,0.0,8.70521466617596
108,10.558,0.013997584396912656,0.0032015729957809145,1.589109984226539e-06,0.08888013443382843,8.842282553122917
109,10.427,0.011442133561323382,0.0033807934879541246,1.5850137236656764e-06,0.7911282091245845,9.144729470495776
110,10.32,0.010216205848110914,0.003534548080180179,1.5836471269284326e-06,1.9783866918704673,9.19883181533614
111,10.25,0.009580812291948859,0.003631002797514171,1.5827041697677486e-06,3.2223066712976722,9.21326627713314
112,10.178,0.00929102240117851,0.003680074819044914,1.581761849928193e-06,4.32773990020195,9.615688614327453
113,10.204,0.009205534166998023,0.00369407963619106,1.5812300806796877e-06,5.068540678665969,10.204043561817992
114,10.092,0.009292231782725223,0.0036774063547849057,1.5813006597567735e-06,4.90419060605163,10.635206696022289
115,10.577,0.009580484128789276,0.0036269619965009748,1.5820930144190381e-06,4.786690134182534,10.644420357416038
116,10.933,0.010166575124508472,0.003535329560226533,1.584115495301427e-06,4.106191401017747,10.271924882872595
117,10.858,0.011327515911465061,0.0033871144812296443,1.5873975928692656e-06,2.013868320654878,9.832766900352407
118,10.689,0.01380076663546487,0.0031437050834139673,1.589463699681892e-06,0.16656815022962232,9.454709551007472
119,10.565,0.020025619030454436,0.002702386947149866,1.6005879912613682e-06,0.0,9.112011917792165
120,9.142,1.4322243285995234e-05,0.00887965279509865,2.790472603295994,0.0,5.066085047781931
121,8.744,1.4340651382710918e-05,0.004903633111424444,2.6575633658281097,0.0,4.857452379437591
122,8.31,1.4359909338718126e-05,0.003920131349329253,2.3784023209478695,0.0,4.734547848456927
123,7.984,1.4366527220726482e-05,0.0034622874007318666,2.2779546451011226,0.0,4.554754935224475
124,7.747,1.4364648078763045e-05,0.003208297507674725,2.305772644821481,0.0,4.343441629689366
125,7.664,1.435592575388235e-05,0.0030629502739281645,2.444948799181754,0.0,4.166101911066278
126,7.655,1.435251625712497e-05,0.0029857531329955975,2.513116650619069,0.0,4.1045277821629345
127,7.581,1.4352515773352393e-05,0.002960565880669367,2.5077609825292346,0.0,4.049720920058212
128,7.629,1.4329675035556818e-05,0.0029927724886997125,2.924841941638295,0.0,3.7549095239332173
129,7.423,1.432241415993045e-05,0.0030708466533532954,2.986042223191333,0.0,3.541434887557646
130,7.851,1.4284251742002689e-05,0.0032242943247746125,3.5697652584098662,0.000506143008051286,3.4165345523988333
131,8.314,1.4234776928403742e-05,0.0034701673861199044,3.9815345322605,0.01980934975511003,3.4418436685405016
132,8.539,1.4238080795633335e-05,0.003933184989407291,3.7045631945245496,0.6079384898305605,3.372668555303703
133,8.595,1.4221958087956388e-05,0.0048846269538650195,2.6603619946584356,1.7475863167990942,3.340421456216551
134,8.55,1.4471751020916335e-05,0.009061261533526542,0.9342933955797096,2.9247967314251406,3.7396025129411425
135,8.367,0.020796728040314367,0.002640769523101007,1.5966448346584227e-06,4.079415682951822,4.430920412823221
136,8.14,0.015877295152030856,0.0029773915896525883,1.5954612164585344e-06,4.806847425883178,5.081895080879696
137,8.001,0.014071160854443364,0.0031149680073175095,1.5967946318829503e-06,5.117613376626575,5.419316081995923
138,7.918,0.014109385619818863,0.003113416454525155,1.5978765544625963e-06,4.942376879019064,5.80421138249798
139,8.0,0.01594763118648637,0.0029756496910367213,1.5980602131294643e-06,4.264428771974851,5.995084918927339
140,8.704,0.020863188499417516,0.00263413538998492,1.5944166250349143e-06,3.489274603504368,5.680877913777245
141,9.262,1.4568649575202286e-05,0.02270492864765017,0.5987028884396499,1.9830235474442264,5.317889753873883
142,9.371,1.4270283752368204e-05,0.01759316683474953,3.0570844700807065,0.2603832208219514,4.821289724784935
143,9.273,1.4226568399933868e-05,0.02356330772903838,3.8481273391536144,0.0,4.314527790211858
144,9.371,0.02000377234799154,0.0026320408307335215,1.639789395327145e-06,0.039543070869017025,9.386040501987997
145,8.998,0.014698413289718723,0.003080950971604531,1.6819295684240347e-06,0.0,8.522454620416129
146,8.751,0.011595838177175903,0.0033574619902524594,1.6897185145246875e-06,0.0,7.788630189442809
147,8.578,0.010421783916001674,0.00350836007433059,1.705635336035733e-06,0.0,7.324301954229554
148,8.543,0.013611923058603259,0.0032051279788172806,1.7353336681033976e-06,0.0,7.082974817440458
149,8.436,0.014231999158598735,0.0028849686353634493,1.7893739115367628e-06,0.0,6.939844180959234
150,8.562,0.023212513395339595,0.00019309145969813513,2.9822595759405088e-06,0.0,6.91271230310694
151,8.863,1.4733067457565185e-05,0.016833402705007702,0.25808042709985846,0.0,6.8596840026203125
152,9.165,1.447091082225825e-05,0.010425119744986326,0.6080965659273186,0.0,6.826323490675954
153,9.553,1.4382096402461437e-05,0.009527787952698237,1.113905801122938,0.0006776460107794076,6.732386304547966
154,10.018,1.4352744557825226e-05,0.010489305942353757,1.6066390599830924,0.029722474292799454,6.686288650149359
155,10.156,1.4447461953561618e-05,0.01661286424678876,1.1488913372211311,0.4353428874850587,6.833375463333755
156,10.292,0.0158340329482701,0.002498544934011278,2.0003108225751652e-06,1.5459084901509774,7.080408169962005
157,10.332,0.015702975812371362,0.003052882810134024,1.5863921778441285e-06,2.828293581330052,7.451098956516868
158,10.287,0.012252712870656931,0.003304192377472915,1.5843356937950946e-06,4.030494325933624,7.88036810780881
159,10.184,0.010866244975105785,0.0034468750992131653,1.582723073915158e-06,4.755191809041485,8.48265234761774
160,10.096,0.010328105601951356,0.0035131131014454423,1.5814056657319152e-06,5.392086865852662,8.990924064298865
161,9.939,0.010275395777063094,0.003517827322696127,1.5806537485378205e-06,5.385222646403472,9.469091223220277
162,9.848,0.01068255478557967,0.0034600398796149497,1.5802239180764768e-06,5.265880817905085,9.845150978909633
163,9.775,0.011757919017304993,0.003332828495640769,1.5801863651693893e-06,4.404033638415565,10.115022607034598
164,9.862,0.014239162233019555,0.003109604271549863,1.5805612717869709e-06,3.2881034218243097,10.194298962470635
165,10.192,0.020131118494248236,0.0027054878407565515,1.5818540434279751e-06,1.7513227397785298,9.628302998629975
166,10.28,2.8300014657453243e-05,0.0011795404157910806,0.0001065781147566717,0.3001526756545696,7.969959905892506
167,9.934,5.95215315580114e-06,0.06266703678247926,1.5676268420099404,0.09644291489413061,6.556427704605677
